ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	8207929	8207916	8208132	12	216	8	97
2	8208578	8207916	8208778	661	862	9	99
3	8208777	8207925	8208978	851	1053	10	99
4	8207926	8207912	8208130	13	218	6	97
5	8208585	8207918	8208787	666	869	11	99
6	8207940	8207923	8208143	16	220	9	99
7	8208929	8207930	8209126	998	1196	21	118
8	8207919	8207907	8208122	11	215	7	97
9	8208597	8207940	8208800	656	860	10	99
10	8208761	8207919	8208960	841	1041	8	99
11	8207903	8207888	8208106	14	218	6	97
12	8208592	8207932	8208791	659	859	9	99
13	8207935	8207918	8208142	16	224	6	97
14	8208810	8207967	8209011	842	1044	10	99
15	8208498	8207954	8208695	543	741	7	98
16	8208057	8207921	8208260	135	339	9	100
17	8208890	8207884	8209090	1005	1206	18	118
18	8208455	8207910	8208654	544	744	8	98
19	8208053	8207918	8208255	134	337	8	98
20	8208678	8207942	8208877	735	935	8	98
21	8208010	8207870	8208214	139	344	9	99
22	8208428	8207889	8208631	538	742	9	98
23	8208060	8207924	8208263	135	339	8	98
24	8208770	8207928	8208972	841	1044	9	99
25	8208467	8207920	8208671	546	751	7	98
26	8208021	8207891	8208227	129	336	8	98
27	8208671	8207938	8208873	732	935	10	100
28	8208219	8207941	8208419	277	478	17	117
29	8208460	8207918	8208662	541	744	9	98
30	8208013	8207877	8208215	135	338	8	98
31	8208744	8207907	8208946	836	1039	9	99
32	8208473	8207927	8208678	545	751	8	98
33	8208050	8207918	8208250	131	332	7	98
34	8208663	8207927	8208863	735	936	10	98
35	8208062	8207932	8208263	129	331	7	98
36	8208478	8207892	8208676	585	784	9	98
37	8208031	8207894	8208233	136	339	10	100
38	8208848	8207955	8209047	892	1092	19	117
39	8208590	8207926	8208792	663	866	9	99
40	8208051	8207920	8208252	130	332	6	98
41	8207985	8207971	8208188	13	217	7	96
42	8208046	8208033	8208249	12	216	7	96
43	8208041	8208021	8208244	19	223	8	96
44	8207998	8207982	8208199	15	217	6	96
45	8208025	8207987	8208223	37	236	11	107
46	8208031	8208015	8208233	15	218	8	96
47	8208092	8208024	8208293	67	269	16	114
48	8208024	8208013	8208225	10	212	6	96
49	8208026	8208016	8208227	9	211	7	96
50	8208038	8208009	8208240	28	231	9	96
51	8208033	8208017	8208232	15	215	6	96
52	8207984	8207970	8208187	13	217	5	96
53	8208021	8207995	8208224	25	229	7	96
54	8208036	8208017	8208238	18	221	8	96
55	8207979	8207960	8208182	18	222	7	96
56	8208054	8208022	8208257	31	235	11	107
57	8208079	8208018	8208280	60	262	14	114
58	8208007	8207994	8208211	12	217	8	96
59	8208025	8208015	8208230	9	215	7	96
60	8208040	8208021	8208239	18	218	8	96
61	8208037	8208020	8208240	16	220	7	96
62	8207998	8207975	8208204	22	229	9	96
63	8207999	8207976	8208202	22	226	8	96
64	8208041	8208022	8208239	18	217	5	96
65	8207983	8207966	8208182	16	216	8	96
66	8208068	8208030	8208270	37	240	12	107
67	8208041	8208018	8208241	22	223	7	96
68	8208053	8207996	8208256	56	260	17	114
69	8208029	8208014	8208232	14	218	7	96
70	8208008	8207997	8208210	10	213	7	96
71	8208003	8207986	8208206	16	220	6	96
72	8208044	8208024	8208246	19	222	7	96
73	8208025	8208010	8208228	14	218	8	96
74	8208019	8207999	8208220	19	221	8	96
75	8208044	8208033	8208247	10	214	7	96
76	8207996	8207980	8208201	15	221	6	96
77	8208063	8208030	8208263	32	233	12	107
78	8208090	8208026	8208287	63	261	15	114
79	8207991	8207966	8208195	24	229	8	96
80	8208020	8208008	8208223	11	215	5	96
81	8208016	8208004	8208217	11	213	6	94
82	8207987	8207969	8208188	17	219	7	94
83	8207975	8207956	8208173	18	217	7	94
84	8208044	8208015	8208241	28	226	7	105
85	8208047	8207993	8208242	53	249	11	112
86	8208004	8207985	8208200	18	215	8	94
87	8208008	8207992	8208208	15	216	8	94
88	8207977	8207958	8208175	18	217	8	94
89	8207983	8207966	8208184	16	218	9	94
90	8207986	8207968	8208183	17	215	8	94
91	8208014	8207999	8208216	14	217	7	94
92	8207998	8207972	8208197	25	225	9	94
93	8207995	8207974	8208195	20	221	8	94
94	8207986	8207967	8208187	18	220	8	94
95	8208046	8208004	8208242	41	238	10	105
96	8208060	8207998	8208255	61	257	14	112
97	8208009	8207995	8208206	13	211	6	94
98	8207968	8207954	8208167	13	213	8	94
99	8208017	8208000	8208215	16	215	7	94
100	8207963	8207946	8208161	16	215	8	94
101	8208006	8207989	8208206	16	217	7	94
102	8208016	8208000	8208214	15	214	7	94
103	8207968	8207947	8208163	20	216	7	94
104	8207956	8207948	8208154	7	206	6	94
105	8208040	8208010	8208241	29	231	11	105
106	8208060	8208004	8208258	55	254	15	112
107	8207984	8207970	8208184	13	214	7	94
108	8208002	8207989	8208202	12	213	8	94
109	8208010	8207989	8208210	20	221	7	94
110	8208001	8207989	8208200	11	211	7	94
111	8207979	8207968	8208178	10	210	6	94
112	8207985	8207967	8208182	17	215	7	94
113	8208011	8207994	8208207	16	213	8	94
114	8207979	8207959	8208177	19	218	7	94
115	8207969	8207954	8208167	14	213	7	94
116	8208042	8208002	8208239	39	237	11	105
117	8208062	8207997	8208259	64	262	15	112
118	8207969	8207959	8208170	9	211	6	94
119	8207963	8207944	8208165	18	221	8	94
120	8208019	8207999	8208215	19	216	7	94
